ID,burn_area
47_2014-05-01,0.017827565955760356
48_2014-05-01,0.007754114686692999
49_2014-05-01,0.00892202570814917
50_2014-05-01,0.00252071008243996
51_2014-05-01,0.00144548498627016
52_2014-05-01,0.010961396633279453
53_2014-05-01,0.0017392651796654598
54_2014-05-01,0.00046189543468434
55_2014-05-01,0.0009221164016020199
56_2014-05-01,0.0008914074111575999
57_2014-05-01,0.00049263087964318
58_2014-05-01,0.00039958434709093003
59_2014-05-01,0.0008985986601587901
60_2014-05-01,0.00052252334781371
61_2014-05-01,0.00046189543468434
62_2014-05-01,0.0
63_2014-05-01,0.006707705868887991
64_2014-05-01,0.0001584789876642
65_2014-05-01,0.00467052443418505
66_2014-05-01,0.01111004855555324
67_2014-05-01,0.0070831260673927
68_2014-05-01,0.016900464698552768
69_2014-05-01,0.010915475418810248
70_2014-05-01,0.0031541769338113202
71_2014-05-01,0.00089222167348268
72_2014-05-01,0.0027079991259267395
73_2014-05-01,0.00033810864075504
74_2014-05-01,0.00043067057662592005
75_2014-05-01,0.0035886805496878303
76_2014-05-01,0.00165584222794393
77_2014-05-01,0.0
78_2014-05-01,3.073544495884e-05
79_2014-05-01,0.0
80_2014-05-01,0.0
81_2014-05-01,0.0
82_2014-05-01,0.00046189543468434
83_2014-05-01,0.0
84_2014-05-01,3.073544495884e-05
85_2014-05-01,0.0005363883136878073
86_2014-05-01,0.0001584789876642
87_2014-05-01,0.0065464161913597494
88_2014-05-01,0.00014549366087079002
89_2014-05-01,2.736396248218733e-05
90_2014-05-01,0.007231024266534622
91_2014-05-01,0.006889719187266966
92_2014-05-01,0.00396918319630537
93_2014-05-01,0.010824257620174419
94_2014-05-01,0.00216957548743418
95_2014-05-01,0.0018134844593610728
96_2014-05-01,0.00042924163784429997
97_2014-05-01,0.00039850530376083995
98_2014-05-01,0.0009220948021848401
99_2014-05-01,0.00049179616495421
100_2014-05-01,0.00064548372621627
101_2014-05-01,0.0007991666933220801
102_2014-05-01,0.00064548372621627
103_2014-05-01,0.00031641106679347
104_2014-05-01,0.0
105_2014-05-01,1.675463856387e-05
106_2014-05-01,0.0
107_2014-05-01,0.00632573433603293
108_2014-05-01,0.01323890247951666
109_2014-05-01,0.00053156674778785
110_2014-05-01,0.0
111_2014-05-01,0.00204687773096835
112_2014-05-01,0.00012295126428856
113_2014-05-01,0.00024589645243085006
114_2014-05-01,0.007062994285227872
115_2014-05-01,0.0056471179997357596
116_2014-05-01,0.0009221107329674099
117_2014-05-01,0.00226179564122768
118_2014-05-01,0.00164276239885494
119_2014-05-01,0.00096659483464916
120_2014-05-01,0.0006147453543935901
121_2014-05-01,0.00049179616495421
122_2014-05-01,0.0
123_2014-05-01,0.0
124_2014-05-01,0.0
125_2014-05-01,0.0
126_2014-05-01,0.0
127_2014-05-01,0.0
128_2014-05-01,0.00568002321258192
129_2014-05-01,0.00164811348183945
130_2014-05-01,0.004057373345299919
131_2014-05-01,0.00052254665250707
132_2014-05-01,0.029452243619087486
133_2014-05-01,0.013101748082570058
134_2014-05-01,0.0
135_2014-05-01,0.0
136_2014-05-01,0.0
137_2014-05-01,0.0
138_2014-05-01,0.00014789819914192272
139_2014-05-01,0.004530529659700783
140_2014-05-01,0.0015675637825034497
141_2014-05-01,0.0033712133414218427
142_2014-05-01,0.010039324393853839
143_2014-05-01,0.00476096791449106
144_2014-05-01,0.00391244096223837
145_2014-05-01,0.00461389492985388
146_2014-05-01,0.00170859975423992
147_2014-05-01,0.0015305938694969198
148_2014-05-01,0.0
149_2014-05-01,0.0
150_2014-05-01,0.0
151_2014-05-01,3.073544495884e-05
152_2014-05-01,0.0
153_2014-05-01,0.01706661910281857
154_2014-05-01,0.0028278070523520297
155_2014-05-01,0.01102374827932854
156_2014-05-01,0.00543503154463861
157_2014-05-01,0.0
158_2014-05-01,0.02145409048831288
159_2014-05-01,0.0054686746639409
160_2014-05-01,0.00052254665250707
161_2014-05-01,0.0
162_2014-05-01,0.00722998835704515
163_2014-05-01,0.00241572307628473
164_2014-05-01,9.643131799914658e-06
165_2014-05-01,3.073807543485e-05
166_2014-05-01,0.00161086129749607
167_2014-05-01,0.00421855532073895
168_2014-05-01,0.0
169_2014-05-01,0.0
170_2014-05-01,0.00012295126428856
171_2014-05-01,0.0014609343113695002
172_2014-05-01,0.01626871574149776
173_2014-05-01,0.00245895128405289
174_2014-05-01,0.0030616648514765
175_2014-05-01,0.0018102125933188902
176_2014-05-01,0.00036884742013733004
177_2014-05-01,0.0
178_2014-05-01,0.0
179_2014-05-01,0.0
180_2014-05-01,3.073544495884e-05
181_2014-05-01,3.073544495884e-05
182_2014-05-01,0.0
183_2014-05-01,0.01849661840539543
184_2014-05-01,6.147363142821e-05
185_2014-05-01,0.015201310581785199
186_2014-05-01,0.00543503154463861
187_2014-05-01,0.011804360014220468
188_2014-05-01,0.012326906666727538
189_2014-05-01,0.01102374827932854
190_2014-05-01,0.00679217855158914
191_2014-05-01,0.00204687773096835
192_2014-05-01,0.00204687773096835
193_2014-05-01,0.0
194_2014-05-01,3.073807543485e-05
195_2014-05-01,0.00013729147086004
196_2014-05-01,0.00010655339542519
197_2014-05-01,3.073807543485e-05
198_2014-05-01,0.0
199_2014-05-01,0.0
200_2014-05-01,0.00391781819852945
201_2014-05-01,0.00036885379286568005
202_2014-05-01,0.00024590252857712
203_2014-05-01,0.00225718538918198
204_2014-05-01,0.00126961800616335
205_2014-05-01,0.0032789770349227593
206_2014-05-01,0.00153685204876247
207_2014-05-01,0.00012294459537968
208_2014-05-01,0.0
209_2014-05-01,0.0
210_2014-05-01,0.00138315670713479
211_2014-05-01,0.00067621565131862
212_2014-05-01,0.0035948799537170797
213_2014-05-01,0.015557263613510739
214_2014-05-01,0.00887109216794276
215_2014-05-01,0.00543503154463861
216_2014-05-01,0.05363522622078219
217_2014-05-01,0.0216193745473928
218_2014-05-01,0.00416532571552548
219_2014-05-01,0.00416532571552548
220_2014-05-01,0.0
221_2014-05-01,0.00135714700695053
222_2014-05-01,0.0
223_2014-05-01,0.00046105612590172996
224_2014-05-01,0.00019876547278140002
225_2014-05-01,0.00054928194364198
226_2014-05-01,0.0035448721396281802
227_2014-05-01,3.073807543485e-05
228_2014-05-01,0.0
229_2014-05-01,0.006572076106488969
230_2014-05-01,0.0
231_2014-05-01,0.002134212882791
232_2014-05-01,0.00190570917642908
233_2014-05-01,0.00221306792244182
234_2014-05-01,0.00071454809231876
235_2014-05-01,0.00036884408571388
236_2014-05-01,3.073544495884e-05
237_2014-05-01,0.0009729826160117799
238_2014-05-01,0.0
239_2014-05-01,0.0
240_2014-05-01,0.00039958560669932
241_2014-05-01,0.00524726625781069
242_2014-05-01,0.00887109216794276
243_2014-05-01,0.03763535421777874
244_2014-05-01,0.026908308973622303
245_2014-05-01,0.0216193745473928
246_2014-05-01,0.00138844190517516
247_2014-05-01,0.0
248_2014-05-01,0.0
249_2014-05-01,0.0
250_2014-05-01,9.221078058534999e-05
251_2014-05-01,0.0021390885115537004
252_2014-05-01,3.073807543485e-05
253_2014-05-01,0.00116447222594971
254_2014-05-01,0.00139750276754888
255_2014-05-01,0.0029452305677647498
256_2014-05-01,0.00650660506318813
257_2014-05-01,0.0
258_2014-05-01,6.14761508697e-05
259_2014-05-01,0.00135241288922054
260_2014-05-01,0.00211942448601065
261_2014-05-01,0.0111434068760972
262_2014-05-01,0.00144464319476088
263_2014-05-01,0.0
264_2014-05-01,3.073544495884e-05
265_2014-05-01,7.533865052334e-05
266_2014-05-01,3.073544495884e-05
267_2014-05-01,0.0
268_2014-05-01,0.0
269_2014-05-01,0.00606498016796677
270_2014-05-01,0.00416532571552548
271_2014-05-01,0.00416532571552548
272_2014-05-01,0.00138844190517516
273_2014-05-01,0.00399860171892139
274_2014-05-01,0.04290818097662576
275_2014-05-01,0.0
276_2014-05-01,0.0
277_2014-05-01,0.00067622572914407
278_2014-05-01,0.00026891207695945005
279_2014-05-01,0.00026891207695945005
280_2014-05-01,0.00022418795146451
281_2014-05-01,0.0
282_2014-05-01,0.00010655339542519
283_2014-05-01,0.00118767275841548
284_2014-05-01,0.0
285_2014-05-01,0.00018441778221344
286_2014-05-01,0.00065079023390778
287_2014-05-01,0.0006762301754318401
288_2014-05-01,0.00153685204876247
289_2014-05-01,0.00046105197655517996
290_2014-05-01,0.0009221418929561499
291_2014-05-01,3.073544495884e-05
292_2014-05-01,3.073544495884e-05
293_2014-05-01,4.4597129454839996e-05
294_2014-05-01,4.4597129454839996e-05
295_2014-05-01,0.0
296_2014-05-01,0.0054317058267284
297_2014-05-01,0.00144461140680108
298_2014-05-01,0.0106113044671919
299_2014-05-01,0.00138844190517516
300_2014-05-01,0.0
301_2014-05-01,0.0
302_2014-05-01,0.05363522622078219
303_2014-05-01,0.0
304_2014-05-01,0.00042260282435577993
305_2014-05-01,0.00204687773096835
306_2014-05-01,0.0
307_2014-05-01,0.0
308_2014-05-01,0.0019118724756995397
309_2014-05-01,0.00135247531913354
310_2014-05-01,0.00114773203619685
311_2014-05-01,0.002383897110382205
312_2014-05-01,0.0011871805620614
313_2014-05-01,9.220996551399002e-05
314_2014-05-01,9.2210502717625e-05
315_2014-05-01,0.0008120588328554199
316_2014-05-01,0.00030737158422654997
317_2014-05-01,0.0
318_2014-05-01,8.292816252438999e-05
319_2014-05-01,3.073544495884e-05
320_2014-05-01,3.073544495884e-05
321_2014-05-01,3.073544495884e-05
322_2014-05-01,6.147340913446e-05
323_2014-05-01,0.01332901398571859
324_2014-05-01,0.0037565926104051505
325_2014-05-01,0.00416532571552548
326_2014-05-01,0.00138844190517516
327_2014-05-01,0.0
328_2014-05-01,0.0
329_2014-05-01,5.37574790394e-05
330_2014-05-01,0.0
331_2014-05-01,0.00026891207695945005
332_2014-05-01,0.00135247531913354
333_2014-05-01,0.0
334_2014-05-01,3.0737519662970005e-05
335_2014-05-01,0.00024637251427731
336_2014-05-01,0.00119766708868271
337_2014-05-01,9.220996551399002e-05
338_2014-05-01,0.0
339_2014-05-01,0.00073769572944679
340_2014-05-01,0.00064547046247394
341_2014-05-01,0.00046865208469135
342_2014-05-01,0.00036884312255359
343_2014-05-01,0.0
344_2014-05-01,3.073544495884e-05
345_2014-05-01,3.073544495884e-05
346_2014-05-01,3.073544495884e-05
347_2014-05-01,0.00055327842956739
348_2014-05-01,0.00086070657500262
349_2014-05-01,0.00524726625781069
350_2014-05-01,0.00101431614118702
351_2014-05-01,0.05363522622078219
352_2014-05-01,0.0
353_2014-05-01,0.0
354_2014-05-01,0.0
355_2014-05-01,0.0
356_2014-05-01,0.0
357_2014-05-01,0.0001844160039342
358_2014-05-01,0.00314274521621214
359_2014-05-01,0.0003634233393723
360_2014-05-01,6.147503932594001e-05
361_2014-05-01,0.00107533484151155
362_2014-05-01,0.0
363_2014-05-01,0.0
364_2014-05-01,0.0007684332492230199
365_2014-05-01,3.073544495884e-05
366_2014-05-01,0.0
367_2014-05-01,0.00049178888489632
368_2014-05-01,3.073544495884e-05
369_2014-05-01,3.073544495884e-05
370_2014-05-01,3.073544495884e-05
371_2014-05-01,0.00055327842956739
372_2014-05-01,0.0
373_2014-05-01,3.073670456723e-05
374_2014-05-01,0.00024587792884002
375_2014-05-01,0.00165980894457212
376_2014-05-01,0.00129097515900539
377_2014-05-01,0.0
378_2014-05-01,0.00135247531913354
379_2014-05-01,0.00169057295642769
380_2014-05-01,0.00257880804019928
381_2014-05-01,0.0035963413760117897
382_2014-05-01,0.00158337044826018
383_2014-05-01,0.00103010680165061
384_2014-05-01,0.00049179638776189
385_2014-05-01,0.00127599476984689
386_2014-05-01,0.0
387_2014-05-01,0.0
388_2014-05-01,0.0007684332492230199
389_2014-05-01,3.073544495884e-05
390_2014-05-01,0.0
391_2014-05-01,3.073544495884e-05
392_2014-05-01,3.073544495884e-05
393_2014-05-01,0.0
394_2014-05-01,3.073544495884e-05
395_2014-05-01,6.147222359496e-05
396_2014-05-01,9.221267014140999e-05
397_2014-05-01,0.0
398_2014-05-01,0.00138317263862786
399_2014-05-01,0.00110654270498342
400_2014-05-01,6.147503932594001e-05
401_2014-05-01,0.00024637251427731
402_2014-05-01,0.0050954278371866096
403_2014-05-01,0.0035983811145733494
404_2014-05-01,0.0007534811286185399
405_2014-05-01,0.00281291814235266
406_2014-05-01,0.00225966679628852
407_2014-05-01,0.00052251364122835
408_2014-05-01,3.073670456723e-05
409_2014-05-01,0.0
410_2014-05-01,3.073544495884e-05
411_2014-05-01,3.073544495884e-05
412_2014-05-01,3.073544495884e-05
413_2014-05-01,3.073544495884e-05
414_2014-05-01,3.073544495884e-05
415_2014-05-01,3.073544495884e-05
416_2014-05-01,0.0
417_2014-05-01,6.147466882028e-05
418_2014-05-01,0.00043035328750131
419_2014-05-01,0.0
420_2014-05-01,0.00153685745817361
421_2014-05-01,0.00076457771014834
422_2014-05-01,0.00169057295642769
423_2014-05-01,0.00135247531913354
424_2014-05-01,0.0
425_2014-05-01,0.0016906016716041802
426_2014-05-01,0.0016906016716041802
427_2014-05-01,0.00225966679628852
428_2014-05-01,0.00052251364122835
429_2014-05-01,0.00039958960836619
430_2014-05-01,0.0
431_2014-05-01,3.073544495884e-05
432_2014-05-01,3.073544495884e-05
433_2014-05-01,3.073544495884e-05
434_2014-05-01,0.0
435_2014-05-01,0.0
436_2014-05-01,0.0
437_2014-05-01,0.00015369408247646
438_2014-05-01,0.0
439_2014-05-01,0.0
440_2014-05-01,0.00073769780426418
441_2014-05-01,0.00076457771014834
442_2014-05-01,0.0015069622572370799
443_2014-05-01,0.0
444_2014-05-01,0.00024588970946068
445_2014-05-01,0.00024588970946068
446_2014-05-01,0.00225966679628852
447_2014-05-01,0.00225966679628852
448_2014-05-01,0.0016906016716041802
449_2014-05-01,0.0016906016716041802
450_2014-05-01,0.00061519028230773
451_2014-05-01,0.00061519028230773
452_2014-05-01,0.0
453_2014-05-01,0.0
454_2014-05-01,0.00018443144164878667
455_2014-05-01,0.0
456_2014-05-01,0.00039463565510241004
457_2014-05-01,0.0
458_2014-05-01,0.0
459_2014-05-01,0.0
460_2014-05-01,0.00073769780426418
461_2014-05-01,0.00073769780426418
462_2014-05-01,0.0
463_2014-05-01,0.00169059185168834
464_2014-05-01,0.00386288700535767
465_2014-05-01,0.0016906016716041802
466_2014-05-01,0.0016906016716041802
467_2014-05-01,0.0016906016716041802
468_2014-05-01,0.0031967873392741604
469_2014-05-01,0.0016906016716041802
470_2014-05-01,0.0016906016716041802
471_2014-05-01,0.00123038056461546
472_2014-05-01,0.0
473_2014-05-01,0.0006674321777322999
474_2014-05-01,0.00067127066443808
475_2014-05-01,0.0022421357665610604
476_2014-05-01,0.00144296125543612
477_2014-05-01,0.00031956507326127997
478_2014-05-01,0.00031956507326127997
479_2014-05-01,0.00036884890213209
480_2014-05-01,0.00073769780426418
481_2014-05-01,0.0
482_2014-05-01,0.00024588970946068
483_2014-05-01,0.0034177317843100997
484_2014-05-01,0.00135247531913354
485_2014-05-01,0.0037658524639585
486_2014-05-01,0.0016906016716041802
487_2014-05-01,0.0016906016716041802
488_2014-05-01,0.0016906016716041802
489_2014-05-01,0.0
490_2014-05-01,0.0
491_2014-05-01,6.147666960388e-05
492_2014-05-01,0.0
493_2014-05-01,0.00012295319099693
494_2014-05-01,0.0
495_2014-05-01,0.0
496_2014-05-01,0.0
497_2014-05-01,0.00036884890213209
498_2014-05-01,0.00036884890213209
499_2014-05-01,0.00153689132306774
500_2014-05-01,0.00153689132306774
501_2014-05-01,0.009528694601756258
502_2014-05-01,0.00153689132306774
503_2014-05-01,0.0030430769907377198
504_2014-05-01,0.00196723468025031
505_2014-05-01,0.0
506_2014-05-01,0.0
507_2014-05-01,0.00015369408247646
508_2014-05-01,0.0
509_2014-05-01,0.0
510_2014-05-01,0.00031956507326127997
511_2014-05-01,0.00512106247129686
512_2014-05-01,0.00043032557173597
513_2014-05-01,0.0
514_2014-05-01,0.017953208722774273
515_2014-05-01,0.00845285229126885
516_2014-05-01,0.0
517_2014-05-01,0.0
518_2014-05-01,0.0
519_2014-05-01,0.0
520_2014-05-01,0.0
521_2014-05-01,0.0
522_2014-05-01,0.0
523_2014-05-01,6.14708158262e-05
524_2014-05-01,0.00036884890213209
525_2014-05-01,0.00046104901258032995
526_2014-05-01,0.0
527_2014-05-01,0.0
528_2014-05-01,0.0
529_2014-05-01,0.0
530_2014-05-01,0.0
531_2014-05-01,0.0026271061811852198
532_2014-05-01,0.027087670346922676
0_2014-06-01,0.02550027914877297
1_2014-06-01,0.021913806412476
2_2014-06-01,0.006930355773633651
3_2014-06-01,0.01331044761881684
4_2014-06-01,0.0009816365676319802
5_2014-06-01,0.006452888944458231
6_2014-06-01,0.0017842202696548698
7_2014-06-01,0.016897720615509402
8_2014-06-01,0.0023648534812439797
9_2014-06-01,0.00577665617573707
10_2014-06-01,0.005687337539363969
11_2014-06-01,0.01599982699206141
12_2014-06-01,0.020768175628117024
13_2014-06-01,0.01670969298152494
14_2014-06-01,0.00058398712444573
15_2014-06-01,0.04749159385511104
16_2014-06-01,0.09355026363987191
17_2014-06-01,0.03606528171296214
18_2014-06-01,0.011009034684319189
19_2014-06-01,0.030056686295929485
20_2014-06-01,0.01041795083745397
21_2014-06-01,0.00220130485622364
22_2014-06-01,0.00560862594047287
23_2014-06-01,0.0065685955185465494
24_2014-06-01,0.007131031058939449
25_2014-06-01,0.00170393249776968
26_2014-06-01,0.00068622414333406
27_2014-06-01,0.0039889133616616505
28_2014-06-01,0.0397004345428135
29_2014-06-01,0.08475113854416391
30_2014-06-01,0.0483006485853176
31_2014-06-01,0.018624151316906527
32_2014-06-01,0.00513324148392322
33_2014-06-01,0.0056393616447544094
34_2014-06-01,0.006392842773372949
35_2014-06-01,0.00177071839402872
36_2014-06-01,0.00212217194706342
37_2014-06-01,0.0006949236586941199
38_2014-06-01,0.00251463317875921
39_2014-06-01,0.00570602234596416
40_2014-06-01,0.0058688664448128
41_2014-06-01,0.005807389308072689
42_2014-06-01,0.012756567106064631
43_2014-06-01,0.00904747685454982
44_2014-06-01,0.0077040077258012886
45_2014-06-01,0.041188167593452514
46_2014-06-01,0.04428193048509983
47_2014-06-01,0.04568686978599946
48_2014-06-01,0.030099621787760378
49_2014-06-01,0.028081567595397473
50_2014-06-01,0.006838078674009369
51_2014-06-01,0.01745955868723697
52_2014-06-01,0.0037788280387671498
53_2014-06-01,0.0036764778853913306
54_2014-06-01,0.00943205282674054
55_2014-06-01,0.0031351901777922297
56_2014-06-01,0.00154310726412963
57_2014-06-01,0.00030013290165427
58_2014-06-01,0.005788704501472499
59_2014-06-01,0.0057766536037911495
60_2014-06-01,0.00032593589043539
61_2014-06-01,0.010124379025785888
62_2014-06-01,0.00015163550585145998
63_2014-06-01,0.0
64_2014-06-01,0.01076637012697435
65_2014-06-01,0.011308887021525271
66_2014-06-01,0.0016598420678956098
67_2014-06-01,0.0
68_2014-06-01,0.00851341979477275
69_2014-06-01,0.01928691816881879
70_2014-06-01,0.01763050600327253
71_2014-06-01,0.006623984843965061
72_2014-06-01,0.00511800102575243
73_2014-06-01,0.00410755904107916
74_2014-06-01,0.014459500720490098
75_2014-06-01,0.0105434239852331
76_2014-06-01,0.00977955664666077
77_2014-06-01,0.0037326513109513307
78_2014-06-01,0.0005368820276549699
79_2014-06-01,0.00036886535476455
80_2014-06-01,0.00012294415081149
81_2014-06-01,0.00574302528299783
82_2014-06-01,0.00245895740940354
83_2014-06-01,0.0
84_2014-06-01,0.00012294741105297
85_2014-06-01,0.0006223274419356699
86_2014-06-01,0.0
87_2014-06-01,0.00051963854648367
88_2014-06-01,0.00251030704358003
89_2014-06-01,0.00233938497585122
90_2014-06-01,0.006455007844473319
91_2014-06-01,0.0014554874894528599
92_2014-06-01,0.004051356868461786
93_2014-06-01,0.02299070261182383
94_2014-06-01,0.007040286769077829
95_2014-06-01,0.01523254486748333
96_2014-06-01,0.0021203799322875496
97_2014-06-01,0.00298154645128633
98_2014-06-01,0.00297143629721538
99_2014-06-01,0.00081259081636078
100_2014-06-01,0.00012294415081149
101_2014-06-01,0.016004144596225612
102_2014-06-01,0.00063344750782442
103_2014-06-01,0.00073470095911466
104_2014-06-01,0.0017171365307959599
105_2014-06-01,0.0
106_2014-06-01,0.00105409795007404
107_2014-06-01,0.0033151802755531103
108_2014-06-01,0.007864598945444268
109_2014-06-01,0.00036884534531638
110_2014-06-01,0.00036884534531638
111_2014-06-01,0.00173806600999188
112_2014-06-01,0.0031979937521802093
113_2014-06-01,0.0016240927801633698
114_2014-06-01,0.00088944079189696
115_2014-06-01,0.00291415262441063
116_2014-06-01,0.025303171980624466
117_2014-06-01,0.01073371444703275
118_2014-06-01,0.0267656642086275
119_2014-06-01,0.008847509590578579
120_2014-06-01,0.0032070568268387
121_2014-06-01,0.0006896137632192101
122_2014-06-01,0.00148160636185776
123_2014-06-01,0.005788704501472499
124_2014-06-01,0.0006197517859144401
125_2014-06-01,0.0006976647807457501
126_2014-06-01,0.0007991533554797999
127_2014-06-01,0.0011218280964480402
128_2014-06-01,0.00037474898206651995
129_2014-06-01,0.00368925975395683
130_2014-06-01,0.01072704524415644
131_2014-06-01,0.0
132_2014-06-01,0.019866013590963898
133_2014-06-01,0.00247719626311205
134_2014-06-01,0.00056085425510835
135_2014-06-01,0.0
136_2014-06-01,0.00207279520113503
137_2014-06-01,0.0
138_2014-06-01,0.00067620023907783
139_2014-06-01,0.00685453483674701
140_2014-06-01,0.0011373147939408399
141_2014-06-01,0.0009047865904672
142_2014-06-01,0.0029054987214541302
143_2014-06-01,0.008214247321013831
144_2014-06-01,0.026323902987795862
145_2014-06-01,0.01564956047817166
146_2014-06-01,0.00750370385213567
147_2014-06-01,0.00763789330073202
148_2014-06-01,0.00199786949599857
149_2014-06-01,0.0035327476281097
150_2014-06-01,0.00024587585438846
151_2014-06-01,0.00079194241267159
152_2014-06-01,0.00076845281217566
153_2014-06-01,0.016775378066417417
154_2014-06-01,0.00858596619242264
155_2014-06-01,0.01072704524415644
156_2014-06-01,0.01072704524415644
157_2014-06-01,0.028445927270494897
158_2014-06-01,0.05514141188845219
159_2014-06-01,0.02972029451692748
160_2014-06-01,0.04455738448941652
161_2014-06-01,0.05363522622078219
162_2014-06-01,0.00139895799957412
163_2014-06-01,0.0015909669093660899
164_2014-06-01,0.0007534811286185399
165_2014-06-01,0.0
166_2014-06-01,0.00220591490982938
167_2014-06-01,0.00155170944423993
168_2014-06-01,0.0
169_2014-06-01,0.00225097320591455
170_2014-06-01,0.0027655946616932997
171_2014-06-01,0.00258182075198969
172_2014-06-01,0.00266092767512815
173_2014-06-01,0.0027859170335181264
174_2014-06-01,0.011014514169553
175_2014-06-01,0.015945986120660883
176_2014-06-01,0.004729111912974369
177_2014-06-01,0.009556615547040178
178_2014-06-01,0.0058175564061915905
179_2014-06-01,0.00847754945090521
180_2014-06-01,0.00015223525469572
181_2014-06-01,0.00245500800274535
182_2014-06-01,0.00369445126541725
183_2014-06-01,0.0026126662371282203
184_2014-06-01,0.011976864183936701
185_2014-06-01,0.03218113573246932
186_2014-06-01,0.0219458664988041
187_2014-06-01,0.00138844190517516
188_2014-06-01,0.027140127394859704
189_2014-06-01,0.01067597805032605
190_2014-06-01,0.0
191_2014-06-01,0.0
192_2014-06-01,0.00036884534531638
193_2014-06-01,0.0
194_2014-06-01,0.0
195_2014-06-01,0.0001844160039342
196_2014-06-01,0.0
197_2014-06-01,0.0
198_2014-06-01,0.0018442711876893
199_2014-06-01,0.0
200_2014-06-01,0.0030672564927359397
201_2014-06-01,0.005740728606862939
202_2014-06-01,0.00692668678732387
203_2014-06-01,0.00695742430698684
204_2014-06-01,0.00304663518435287
205_2014-06-01,0.0034028979511862996
206_2014-06-01,0.00573350462462126
207_2014-06-01,0.007196282374774468
208_2014-06-01,0.00130755545957775
209_2014-06-01,0.00355368684272308
210_2014-06-01,0.0
211_2014-06-01,0.00875717349089999
212_2014-06-01,4.749127920291e-05
213_2014-06-01,0.02763734617531769
214_2014-06-01,0.01115654064791733
215_2014-06-01,0.04146867187762021
216_2014-06-01,0.07517195873863504
217_2014-06-01,0.01643748740037828
218_2014-06-01,0.0
219_2014-06-01,0.00138844190517516
220_2014-06-01,0.0
221_2014-06-01,0.0
222_2014-06-01,0.0
223_2014-06-01,0.00109157876591269
224_2014-06-01,0.0
225_2014-06-01,0.0001844160039342
226_2014-06-01,0.00127468235407574
227_2014-06-01,0.00166743475216489
228_2014-06-01,0.00036113786286709004
229_2014-06-01,0.00026891207695945005
230_2014-06-01,0.00053169071822469
231_2014-06-01,0.00219014247617308
232_2014-06-01,0.00143378607186095
233_2014-06-01,0.00017634813508532
234_2014-06-01,0.01652273484338705
235_2014-06-01,0.00225180792843968
236_2014-06-01,0.0
237_2014-06-01,0.0011544045841770999
238_2014-06-01,0.00385246115119471
239_2014-06-01,0.0
240_2014-06-01,0.0010718731062604602
241_2014-06-01,0.00528683367122931
242_2014-06-01,0.010562801321259599
243_2014-06-01,0.0108096872736964
244_2014-06-01,0.0108096872736964
245_2014-06-01,0.0108096872736964
246_2014-06-01,0.0
247_2014-06-01,0.0
248_2014-06-01,0.0
249_2014-06-01,0.0
250_2014-06-01,0.0
251_2014-06-01,0.0
252_2014-06-01,0.0
253_2014-06-01,0.00027662567303207003
254_2014-06-01,0.00033520920510149
255_2014-06-01,0.00079869305166971
256_2014-06-01,0.0008370034413073199
257_2014-06-01,0.00015079320116729
258_2014-06-01,0.0015061624728852799
259_2014-06-01,0.00043946641478411
260_2014-06-01,0.006750293726730311
261_2014-06-01,0.0033755105221205403
262_2014-06-01,0.00604706248607064
263_2014-06-01,0.00251154459510444
264_2014-06-01,0.00104889481075188
265_2014-06-01,0.0
266_2014-06-01,0.0
267_2014-06-01,6.147214950026e-05
268_2014-06-01,0.0
269_2014-06-01,0.00267416743410109
270_2014-06-01,0.00799720343784278
271_2014-06-01,0.00151138546323404
272_2014-06-01,0.0
273_2014-06-01,0.0
274_2014-06-01,0.04290818097662576
275_2014-06-01,0.0
276_2014-06-01,0.0
277_2014-06-01,0.0
278_2014-06-01,0.00021515459792005
279_2014-06-01,0.0009835614310543
280_2014-06-01,0.00016899079229198
281_2014-06-01,0.00026120179517402
282_2014-06-01,9.221100288204e-05
283_2014-06-01,0.0
284_2014-06-01,9.221100288204e-05
285_2014-06-01,0.00024300387060469
286_2014-06-01,0.00224377735879379
287_2014-06-01,0.00075110025157217
288_2014-06-01,0.0033611361088355697
289_2014-06-01,6.147563214428e-05
290_2014-06-01,0.0
291_2014-06-01,0.0
292_2014-06-01,0.0
293_2014-06-01,0.0
294_2014-06-01,0.00021515485725649998
295_2014-06-01,0.007165922902909569
296_2014-06-01,0.0027869935721563997
297_2014-06-01,0.0026741674341010896
298_2014-06-01,0.0
299_2014-06-01,0.0
300_2014-06-01,0.0
301_2014-06-01,0.0
302_2014-06-01,0.04290818097662576
303_2014-06-01,0.0
304_2014-06-01,0.0
305_2014-06-01,0.0
306_2014-06-01,0.00078082010177049
307_2014-06-01,0.00152146611142552
308_2014-06-01,0.0
309_2014-06-01,0.0
310_2014-06-01,0.01202900623132042
311_2014-06-01,0.01304642228013247
312_2014-06-01,0.020185015810172804
313_2014-06-01,0.01287990492210735
314_2014-06-01,0.00664710540171779
315_2014-06-01,0.0008552456984031399
316_2014-06-01,0.0
317_2014-06-01,0.0020900922058045
318_2014-06-01,0.0
319_2014-06-01,0.0
320_2014-06-01,0.0
321_2014-06-01,0.0
322_2014-06-01,0.00021322835442915
323_2014-06-01,0.0
324_2014-06-01,0.0
325_2014-06-01,0.0
326_2014-06-01,0.0
327_2014-06-01,0.0
328_2014-06-01,0.0
329_2014-06-01,0.0
330_2014-06-01,0.0
331_2014-06-01,0.0008606183916802
